3824419960906 -6.077451729294869
8433119960930 -6.181895697764798
7477519960925 -6.2640915650535405
7797119960926 -6.391306926141697
7941819960926 -6.6717460181455435
1398419960826 -6.75658689793805
7318619960924 -7.1201275198529475
7656419960925 -7.1201275198529475
7205219960924 -7.1201275198529475
7886619960926 -7.4003300225740745
7792119960926 -7.455757039980988
8043519960927 -7.903534973048754
5417519960914 -8.041595292634206
4481819960910 -8.124077177049767
5474719960915 -8.207067445753605
