8482919960930 -1.3261019659028508
913319960822 -1.4141574470014273
862219960822 -1.4165208818887025
5800919960917 -1.430826748747224
2404419960830 -1.4347924835318533
5145319960913 -1.5232902121387022
3161919960904 -1.5254529388407394
6029319960918 -1.5421634508610238
5126019960913 -1.5691109540998638
7520519960925 -1.5727446689608802
5248919960913 -1.5763281747008386
5266119960913 -1.7097039701195844
8534419960930 -1.7233556456023578
8566319960930 -1.80953080711664
8367819960929 -1.8463136483834675
